CountingSort;10000000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.19942103;N_I -> 300000017;Sat Oct 22 09:11:25 2016

RadixSort;10000000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 1.89340580;N_I -> 1740000705;Sat Oct 22 09:14:05 2016

HeapSort;10000000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 2.78740144;N_I -> 3883053701;Sat Oct 22 09:18:50 2016

MergeSort_MA;10000000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 2.64415956;N_I -> 3324956774;Sat Oct 22 09:23:07 2016

MergeSort_PR;10000000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 2.78347945;N_I -> 3334956776;Sat Oct 22 09:27:19 2016

