CountingSort;1000;COM_REPETIÇÃO;T_em_s -> 0.00002805;N_I -> 30017;Wed Apr 19 23:44:28 2017

RadixSort;1000;COM_REPETIÇÃO;T_em_s -> 0.00008138;N_I -> 69291;Wed Apr 19 23:44:28 2017

HeapSort;1000;COM_REPETIÇÃO;T_em_s -> 0.00014682;N_I -> 165002;Wed Apr 19 23:44:28 2017

MergeSort_MA;1000;COM_REPETIÇÃO;T_em_s -> 0.00036514;N_I -> 179994;Wed Apr 19 23:44:28 2017

MergeSort_PR;1000;COM_REPETIÇÃO;T_em_s -> 0.00025591;N_I -> 180996;Wed Apr 19 23:44:28 2017

QuickSort;1000;COM_REPETIÇÃO;T_em_s -> 0.00031943;N_I -> 66180;Wed Apr 19 23:44:28 2017

QuickSort_MEDPE;1000;COM_REPETIÇÃO;T_em_s -> 0.00037859;N_I -> 66276;Wed Apr 19 23:44:28 2017

QuickSort_MEPEPC;1000;COM_REPETIÇÃO;T_em_s -> 0.00033317;N_I -> 70515;Wed Apr 19 23:44:28 2017

QuickSort_MEDEPA;1000;COM_REPETIÇÃO;T_em_s -> 0.00023942;N_I -> 54524;Wed Apr 19 23:44:28 2017

SelectionSort;1000;COM_REPETIÇÃO;T_em_s -> 0.00172430;N_I -> 1516944;Wed Apr 19 23:44:28 2017

BubbleSort;1000;COM_REPETIÇÃO;T_em_s -> 0.00635647;N_I -> 7909926;Wed Apr 19 23:44:28 2017

InsertonSort;1000;COM_REPETIÇÃO;T_em_s -> 0.00120703;N_I -> 1532419;Wed Apr 19 23:44:28 2017

