CountingSort;100000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00234632;N_I -> 3000017;Sat Oct 22 09:00:36 2016

HeapSort;100000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.02001222;N_I -> 29234851;Sat Oct 22 09:00:36 2016

MergeSort_MA;100000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.02116266;N_I -> 24379398;Sat Oct 22 09:00:36 2016

MergeSort_PR;100000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.02109936;N_I -> 24479400;Sat Oct 22 09:00:36 2016

QuickSort;100000;ORDENAÇÃO_CRESCENTE;T_em_s -> 14.41879368;N_I -> 25001149987;Sat Oct 22 09:00:51 2016

QuickSort_MEDPE;100000;ORDENAÇÃO_CRESCENTE;T_em_s -> 6.15088129;N_I -> 2501200000;Sat Oct 22 09:01:39 2016

QuickSort_MEPEPC;100000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00527654;N_I -> 3238391;Sat Oct 22 09:01:49 2016

QuickSort_MEDEPA;100000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00879246;N_I -> 2965297;Sat Oct 22 09:01:49 2016

RadixSort;100000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.01251933;N_I -> 13500528;Sat Oct 22 09:01:49 2016

SelectionSort;100000;ORDENAÇÃO_CRESCENTE;T_em_s -> 13.33069897;N_I -> 15000649996;Sat Oct 22 09:02:02 2016

BubbleSort;100000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00031282;N_I -> 599998;Sat Oct 22 09:02:43 2016

InsertonSort;100000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00059288;N_I -> 1300003;Sat Oct 22 09:06:32 2016

