CountingSort;10;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00000094;N_I -> 317;Wed Apr 19 23:44:28 2017

RadixSort;10;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00000147;N_I -> 663;Wed Apr 19 23:44:28 2017

HeapSort;10;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00000065;N_I -> 466;Wed Apr 19 23:44:28 2017

MergeSort_MA;10;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00000159;N_I -> 708;Wed Apr 19 23:44:28 2017

MergeSort_PR;10;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00000175;N_I -> 720;Wed Apr 19 23:44:28 2017

QuickSort;10;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00000570;N_I -> 441;Wed Apr 19 23:44:28 2017

QuickSort_MEDPE;10;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00000453;N_I -> 368;Wed Apr 19 23:44:28 2017

QuickSort_MEPEPC;10;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00000686;N_I -> 447;Wed Apr 19 23:44:28 2017

QuickSort_MEDEPA;10;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00000342;N_I -> 221;Wed Apr 19 23:44:28 2017

SelectionSort;10;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00000066;N_I -> 261;Wed Apr 19 23:44:28 2017

BubbleSort;10;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00000109;N_I -> 940;Wed Apr 19 23:44:28 2017

InsertonSort;10;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00000045;N_I -> 403;Wed Apr 19 23:44:28 2017

