CountingSort;10000000;COM_REPETIÇÃO;T_em_s -> 0.85568339;N_I -> 300000017;Sat Oct 22 09:09:52 2016

RadixSort;10000000;COM_REPETIÇÃO;T_em_s -> 1.90527892;N_I -> 1740000741;Sat Oct 22 09:11:53 2016

HeapSort;10000000;COM_REPETIÇÃO;T_em_s -> 4.59334803;N_I -> 3978374125;Sat Oct 22 09:14:52 2016

MergeSort_MA;10000000;COM_REPETIÇÃO;T_em_s -> 3.61015296;N_I -> 3932835584;Sat Oct 22 09:19:47 2016

MergeSort_PR;10000000;COM_REPETIÇÃO;T_em_s -> 3.58279991;N_I -> 3942835586;Sat Oct 22 09:24:03 2016

QuickSort;10000000;COM_REPETIÇÃO;T_em_s -> 3.45407844;N_I -> 2437242466;Sat Oct 22 09:30:40 2016

QuickSort_MEDPE;10000000;COM_REPETIÇÃO;T_em_s -> 1.86106956;N_I -> 995796767;Sat Oct 22 09:30:44 2016

QuickSort_MEPEPC;10000000;COM_REPETIÇÃO;T_em_s -> 1.85258996;N_I -> 1021216507;Sat Oct 22 09:30:48 2016

QuickSort_MEDEPA;10000000;COM_REPETIÇÃO;T_em_s -> 1.99831808;N_I -> 891832129;Sat Oct 22 09:30:52 2016

