CountingSort;1000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00002890;N_I -> 30017;Wed Apr 19 23:44:28 2017

RadixSort;1000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00011111;N_I -> 93354;Wed Apr 19 23:44:28 2017

HeapSort;1000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00012833;N_I -> 173916;Wed Apr 19 23:44:28 2017

MergeSort_MA;1000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00017944;N_I -> 157326;Wed Apr 19 23:44:28 2017

MergeSort_PR;1000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00036272;N_I -> 158328;Wed Apr 19 23:44:28 2017

QuickSort;1000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00214617;N_I -> 51461;Wed Apr 19 23:44:28 2017

QuickSort_MEDPE;1000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00112468;N_I -> 29003;Wed Apr 19 23:44:28 2017

QuickSort_MEPEPC;1000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00020945;N_I -> 31126;Wed Apr 19 23:44:28 2017

QuickSort_MEDEPA;1000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00023666;N_I -> 27593;Wed Apr 19 23:44:28 2017

SelectionSort;1000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00170645;N_I -> 1506496;Wed Apr 19 23:44:28 2017

BubbleSort;1000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000331;N_I -> 5998;Wed Apr 19 23:44:28 2017

InsertonSort;1000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000617;N_I -> 13003;Wed Apr 19 23:44:28 2017

