CountingSort;100;COM_REPETIÇÃO;T_em_s -> 0.00000351;N_I -> 3017;Wed Apr 19 23:44:28 2017

RadixSort;100;COM_REPETIÇÃO;T_em_s -> 0.00000948;N_I -> 7176;Wed Apr 19 23:44:28 2017

HeapSort;100;COM_REPETIÇÃO;T_em_s -> 0.00001009;N_I -> 10758;Wed Apr 19 23:44:28 2017

MergeSort_MA;100;COM_REPETIÇÃO;T_em_s -> 0.00001977;N_I -> 12794;Wed Apr 19 23:44:28 2017

MergeSort_PR;100;COM_REPETIÇÃO;T_em_s -> 0.00004212;N_I -> 12896;Wed Apr 19 23:44:28 2017

QuickSort;100;COM_REPETIÇÃO;T_em_s -> 0.00002791;N_I -> 5066;Wed Apr 19 23:44:28 2017

QuickSort_MEDPE;100;COM_REPETIÇÃO;T_em_s -> 0.00002996;N_I -> 5171;Wed Apr 19 23:44:28 2017

QuickSort_MEPEPC;100;COM_REPETIÇÃO;T_em_s -> 0.00003327;N_I -> 5370;Wed Apr 19 23:44:28 2017

QuickSort_MEDEPA;100;COM_REPETIÇÃO;T_em_s -> 0.00001760;N_I -> 3424;Wed Apr 19 23:44:28 2017

SelectionSort;100;COM_REPETIÇÃO;T_em_s -> 0.00002178;N_I -> 16454;Wed Apr 19 23:44:28 2017

BubbleSort;100;COM_REPETIÇÃO;T_em_s -> 0.00005835;N_I -> 74744;Wed Apr 19 23:44:28 2017

InsertonSort;100;COM_REPETIÇÃO;T_em_s -> 0.00001544;N_I -> 17893;Wed Apr 19 23:44:28 2017

