CountingSort;100000000;ORDENAÇÃO_CRESCENTE;T_em_s -> 2.15512633;N_I -> 3000000017;Sat Oct 22 09:10:18 2016

RadixSort;100000000;ORDENAÇÃO_CRESCENTE;T_em_s -> 20.98042107;N_I -> 19800000789;Sat Oct 22 09:12:36 2016

HeapSort;100000000;ORDENAÇÃO_CRESCENTE;T_em_s -> 31.58155060;N_I -> 46784613565;Sat Oct 22 09:15:48 2016

MergeSort_MA;100000000;ORDENAÇÃO_CRESCENTE;T_em_s -> 29.37310600;N_I -> 37344505318;Sat Oct 22 09:20:41 2016

MergeSort_PR;100000000;ORDENAÇÃO_CRESCENTE;T_em_s -> 29.76627159;N_I -> 37444505320;Sat Oct 22 09:25:00 2016

BubbleSort;100000000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.31372789;N_I -> 599999998;Sat Oct 22 10:52:54 2016

InsertonSort;100000000;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.57008904;N_I -> 1300000003;Sat Oct 22 10:53:15 2016

