CountingSort;10000000;SEM_REPETIÇÃO;T_em_s -> 0.85774046;N_I -> 300000017;Sat Oct 22 09:09:55 2016

RadixSort;10000000;SEM_REPETIÇÃO;T_em_s -> 1.84338260;N_I -> 1740000741;Sat Oct 22 09:11:57 2016

HeapSort;10000000;SEM_REPETIÇÃO;T_em_s -> 4.59580421;N_I -> 3983620522;Sat Oct 22 09:14:58 2016

MergeSort_MA;10000000;SEM_REPETIÇÃO;T_em_s -> 3.59508562;N_I -> 3932828078;Sat Oct 22 09:19:53 2016

MergeSort_PR;10000000;SEM_REPETIÇÃO;T_em_s -> 3.58778596;N_I -> 3942828080;Sat Oct 22 09:24:09 2016

QuickSort;10000000;SEM_REPETIÇÃO;T_em_s -> 3.42161465;N_I -> 2471326599;Sat Oct 22 10:17:24 2016

QuickSort_MEDPE;10000000;SEM_REPETIÇÃO;T_em_s -> 1.92635262;N_I -> 997820308;Sat Oct 22 10:47:19 2016

QuickSort_MEPEPC;10000000;SEM_REPETIÇÃO;T_em_s -> 1.91797554;N_I -> 1033059712;Sat Oct 22 10:47:23 2016

QuickSort_MEDEPA;10000000;SEM_REPETIÇÃO;T_em_s -> 2.02312684;N_I -> 886861338;Sat Oct 22 10:47:27 2016

