CountingSort;100000000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 2.06827688;N_I -> 3000000017;Sat Oct 22 09:11:49 2016

RadixSort;100000000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 21.11621284;N_I -> 19500000792;Sat Oct 22 09:14:45 2016

HeapSort;100000000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 32.40554047;N_I -> 44598363067;Sat Oct 22 09:19:41 2016

MergeSort_MA;100000000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 30.16778564;N_I -> 37565833702;Sat Oct 22 09:23:58 2016

MergeSort_PR;100000000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 30.91167831;N_I -> 37665833704;Sat Oct 22 09:28:11 2016

