CountingSort;100000;COM_REPETIÇÃO;T_em_s -> 0.00321868;N_I -> 3000017;Sat Oct 22 09:00:36 2016

HeapSort;100000;COM_REPETIÇÃO;T_em_s -> 0.02501816;N_I -> 28173080;Sat Oct 22 09:00:36 2016

MergeSort_MA;100000;COM_REPETIÇÃO;T_em_s -> 0.02772743;N_I -> 28706118;Sat Oct 22 09:00:36 2016

MergeSort_PR;100000;COM_REPETIÇÃO;T_em_s -> 0.02793666;N_I -> 28806120;Sat Oct 22 09:00:37 2016

QuickSort;100000;COM_REPETIÇÃO;T_em_s -> 0.02022447;N_I -> 16533879;Sat Oct 22 09:01:33 2016

QuickSort_MEDPE;100000;COM_REPETIÇÃO;T_em_s -> 0.01398360;N_I -> 7516976;Sat Oct 22 09:01:49 2016

QuickSort_MEPEPC;100000;COM_REPETIÇÃO;T_em_s -> 0.01387179;N_I -> 7763658;Sat Oct 22 09:01:49 2016

QuickSort_MEDEPA;100000;COM_REPETIÇÃO;T_em_s -> 0.01474807;N_I -> 6441730;Sat Oct 22 09:01:49 2016

RadixSort;100000;COM_REPETIÇÃO;T_em_s -> 0.01300967;N_I -> 13200558;Sat Oct 22 09:01:49 2016

SelectionSort;100000;COM_REPETIÇÃO;T_em_s -> 13.30328846;N_I -> 15002131568;Sat Oct 22 09:02:43 2016

BubbleSort;100000;COM_REPETIÇÃO;T_em_s -> 70.38336182;N_I -> 79859441178;Sat Oct 22 09:06:32 2016

InsertonSort;100000;COM_REPETIÇÃO;T_em_s -> 12.23245621;N_I -> 15049480375;Sat Oct 22 09:07:16 2016

