CountingSort;100;SEM_REPETIÇÃO;T_em_s -> 0.00000345;N_I -> 3017;Wed Apr 19 23:44:28 2017

RadixSort;100;SEM_REPETIÇÃO;T_em_s -> 0.00000940;N_I -> 7197;Wed Apr 19 23:44:28 2017

HeapSort;100;SEM_REPETIÇÃO;T_em_s -> 0.00001039;N_I -> 10932;Wed Apr 19 23:44:28 2017

MergeSort_MA;100;SEM_REPETIÇÃO;T_em_s -> 0.00001937;N_I -> 12740;Wed Apr 19 23:44:28 2017

MergeSort_PR;100;SEM_REPETIÇÃO;T_em_s -> 0.00001881;N_I -> 12842;Wed Apr 19 23:44:28 2017

QuickSort;100;SEM_REPETIÇÃO;T_em_s -> 0.00003710;N_I -> 5019;Wed Apr 19 23:44:28 2017

QuickSort_MEDPE;100;SEM_REPETIÇÃO;T_em_s -> 0.00003781;N_I -> 4924;Wed Apr 19 23:44:28 2017

QuickSort_MEPEPC;100;SEM_REPETIÇÃO;T_em_s -> 0.00003272;N_I -> 5274;Wed Apr 19 23:44:28 2017

QuickSort_MEDEPA;100;SEM_REPETIÇÃO;T_em_s -> 0.00002666;N_I -> 4331;Wed Apr 19 23:44:28 2017

SelectionSort;100;SEM_REPETIÇÃO;T_em_s -> 0.00002151;N_I -> 16431;Wed Apr 19 23:44:28 2017

BubbleSort;100;SEM_REPETIÇÃO;T_em_s -> 0.00004994;N_I -> 66482;Wed Apr 19 23:44:28 2017

InsertonSort;100;SEM_REPETIÇÃO;T_em_s -> 0.00001194;N_I -> 13939;Wed Apr 19 23:44:28 2017

