CountingSort;100000;SEM_REPETIÇÃO;T_em_s -> 0.00344546;N_I -> 3000017;Sat Oct 22 09:00:36 2016

HeapSort;100000;SEM_REPETIÇÃO;T_em_s -> 0.02440632;N_I -> 28227315;Sat Oct 22 09:00:36 2016

MergeSort_MA;100000;SEM_REPETIÇÃO;T_em_s -> 0.02856253;N_I -> 28709418;Sat Oct 22 09:00:36 2016

MergeSort_PR;100000;SEM_REPETIÇÃO;T_em_s -> 0.02872527;N_I -> 28809420;Sat Oct 22 09:00:37 2016

QuickSort;100000;SEM_REPETIÇÃO;T_em_s -> 0.02061362;N_I -> 17259992;Sat Oct 22 09:00:51 2016

QuickSort_MEDPE;100000;SEM_REPETIÇÃO;T_em_s -> 0.01404124;N_I -> 7467894;Sat Oct 22 09:01:39 2016

QuickSort_MEPEPC;100000;SEM_REPETIÇÃO;T_em_s -> 0.01407634;N_I -> 7736738;Sat Oct 22 09:01:49 2016

QuickSort_MEDEPA;100000;SEM_REPETIÇÃO;T_em_s -> 0.01546591;N_I -> 6467590;Sat Oct 22 09:01:49 2016

RadixSort;100000;SEM_REPETIÇÃO;T_em_s -> 0.01263779;N_I -> 13200567;Sat Oct 22 09:01:49 2016

SelectionSort;100000;SEM_REPETIÇÃO;T_em_s -> 13.39015198;N_I -> 15002147792;Sat Oct 22 09:02:16 2016

BubbleSort;100000;SEM_REPETIÇÃO;T_em_s -> 70.45547485;N_I -> 79218335566;Sat Oct 22 09:03:54 2016

InsertonSort;100000;SEM_REPETIÇÃO;T_em_s -> 11.16133022;N_I -> 14470551493;Sat Oct 22 09:06:43 2016

