CountingSort;10;SEM_REPETIÇÃO;T_em_s -> 0.00000099;N_I -> 317;Wed Apr 19 23:44:28 2017

RadixSort;10;SEM_REPETIÇÃO;T_em_s -> 0.00000143;N_I -> 669;Wed Apr 19 23:44:28 2017

HeapSort;10;SEM_REPETIÇÃO;T_em_s -> 0.00000071;N_I -> 551;Wed Apr 19 23:44:28 2017

MergeSort_MA;10;SEM_REPETIÇÃO;T_em_s -> 0.00000171;N_I -> 738;Wed Apr 19 23:44:28 2017

MergeSort_PR;10;SEM_REPETIÇÃO;T_em_s -> 0.00000179;N_I -> 750;Wed Apr 19 23:44:28 2017

QuickSort;10;SEM_REPETIÇÃO;T_em_s -> 0.00000506;N_I -> 365;Wed Apr 19 23:44:28 2017

QuickSort_MEDPE;10;SEM_REPETIÇÃO;T_em_s -> 0.00000789;N_I -> 393;Wed Apr 19 23:44:28 2017

QuickSort_MEPEPC;10;SEM_REPETIÇÃO;T_em_s -> 0.00000446;N_I -> 379;Wed Apr 19 23:44:28 2017

QuickSort_MEDEPA;10;SEM_REPETIÇÃO;T_em_s -> 0.00000454;N_I -> 397;Wed Apr 19 23:44:28 2017

SelectionSort;10;SEM_REPETIÇÃO;T_em_s -> 0.00000077;N_I -> 254;Wed Apr 19 23:44:28 2017

BubbleSort;10;SEM_REPETIÇÃO;T_em_s -> 0.00000094;N_I -> 730;Wed Apr 19 23:44:28 2017

InsertonSort;10;SEM_REPETIÇÃO;T_em_s -> 0.00000043;N_I -> 289;Wed Apr 19 23:44:28 2017

