CountingSort;100000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00224916;N_I -> 3000017;Sat Oct 22 09:00:36 2016

HeapSort;100000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.01927854;N_I -> 27081724;Sat Oct 22 09:00:36 2016

MergeSort_MA;100000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.02158054;N_I -> 24612678;Sat Oct 22 09:00:36 2016

MergeSort_PR;100000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.02125984;N_I -> 24712680;Sat Oct 22 09:00:37 2016

QuickSort;100000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 42.11463928;N_I -> 40001149987;Sat Oct 22 09:01:33 2016

QuickSort_MEDPE;100000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 9.02103043;N_I -> 3751874997;Sat Oct 22 09:01:48 2016

QuickSort_MEPEPC;100000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00594493;N_I -> 3838395;Sat Oct 22 09:01:49 2016

QuickSort_MEDEPA;100000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.00908369;N_I -> 3482866;Sat Oct 22 09:01:49 2016

RadixSort;100000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 0.01352967;N_I -> 13200531;Sat Oct 22 09:01:49 2016

SelectionSort;100000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 14.27799892;N_I -> 17500899996;Sat Oct 22 09:02:30 2016

BubbleSort;100000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 87.44414520;N_I -> 99999400000;Sat Oct 22 09:05:21 2016

InsertonSort;100000;ORDENAÇÃO_DECRESCENTE;T_em_s -> 21.01361656;N_I -> 30001000003;Sat Oct 22 09:07:04 2016

